=== SIGNAL-ONLY TRACE: ACCUMULATION ===

============================================================================================================================================
 ACCOUNT: Islam
============================================================================================================================================
Gap #001 | CurLen: 146 | Prev1:  82 | Prev2:   0 | Bets: 53 | Result: LATE HIT
    T+35 | SEQ: 54673 | POS:102 | [V5_EARLY_S  ] | [coin    |shield  |shield  ]
    T+36 | SEQ: 54674 | POS:103 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+37 | SEQ: 54675 | POS:104 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T+38 | SEQ: 54676 | POS:105 | [V5_STEAL_S  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #086 | CurLen:  35 | Prev1: 118 | Prev2:  85 | Bets: 0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 54906 | POS: 27 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-04 | SEQ: 54907 | POS: 28 | [   WAITING  ] | [coin    |shield  |shield  ]
    T-03 | SEQ: 54908 | POS: 29 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-02 | SEQ: 54909 | POS: 30 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-01 | SEQ: 54910 | POS: 31 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+00 | SEQ: 54911 | POS: 32 | [   WAITING  ] | [attack  |attack  |attack  ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 54912 | POS: 33 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+02 | SEQ: 54913 | POS: 34 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+03 | SEQ: 54914 | POS: 35 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #087 | CurLen: 157 | Prev1:  35 | Prev2: 118 | Bets: 39 | Result: LATE HIT
    T-16 | SEQ: 55021 | POS:107 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-15 | SEQ: 55022 | POS:108 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-14 | SEQ: 55023 | POS:109 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-13 | SEQ: 55024 | POS:110 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-12 | SEQ: 55025 | POS:111 | [   WAITING  ] | [coin    |steal   |shield  ]
    T-11 | SEQ: 55026 | POS:112 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-10 | SEQ: 55027 | POS:113 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-09 | SEQ: 55028 | POS:114 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-08 | SEQ: 55029 | POS:115 | [R01_COMBO   ] | [accumula|accumula|attack  ]
    T-07 | SEQ: 55030 | POS:116 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T-06 | SEQ: 55031 | POS:117 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-05 | SEQ: 55032 | POS:118 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-04 | SEQ: 55033 | POS:119 | [R01_COMBO   ] | [attack  |coin    |coin    ]
    T-03 | SEQ: 55034 | POS:120 | [R02_IDEAL_RA] | [steal   |spins   |goldSack]
    T-02 | SEQ: 55035 | POS:121 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T-01 | SEQ: 55036 | POS:122 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+00 | SEQ: 55037 | POS:123 | [R01_COMBO   ] | [steal   |spins   |goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 55038 | POS:124 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 55039 | POS:125 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+03 | SEQ: 55040 | POS:126 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+04 | SEQ: 55041 | POS:127 | [   WAITING  ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+05 | SEQ: 55042 | POS:128 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+06 | SEQ: 55043 | POS:129 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+07 | SEQ: 55044 | POS:130 | [V5_STEAL_M  ] | [accumula|accumula|coin    ]
    T+08 | SEQ: 55045 | POS:131 | [V5_STEAL_M  ] | [coin    |coin    |coin    ]
    T+09 | SEQ: 55046 | POS:132 | [V5_STEAL_M  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+10 | SEQ: 55047 | POS:133 | [V5_STEAL_M  ] | [steal   |spins   |goldSack]
    T+11 | SEQ: 55048 | POS:134 | [V5_STEAL_M  ] | [coin    |coin    |coin    ]
    T+12 | SEQ: 55049 | POS:135 | [V5_STEAL_M  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+13 | SEQ: 55050 | POS:136 | [V5_STEAL_M  ] | [coin    |spins   |spins   ]
    T+14 | SEQ: 55051 | POS:137 | [V5_STEAL_M  ] | [coin    |steal   |steal   ]
    T+15 | SEQ: 55052 | POS:138 | [V5_STEAL_M  ] | [steal   |spins   |goldSack]
    T+16 | SEQ: 55053 | POS:139 | [V5_STEAL_M  ] | [accumula|goldSack|goldSack]
    T+17 | SEQ: 55054 | POS:140 | [V5_STEAL_M  ] | [goldSack|goldSack|goldSack]
    T+18 | SEQ: 55055 | POS:141 | [V5_STEAL_M  ] | [steal   |spins   |goldSack]
    T+19 | SEQ: 55056 | POS:142 | [V5_STEAL_M  ] | [attack  |attack  |coin    ]
    T+20 | SEQ: 55057 | POS:143 | [V5_STEAL_M  ] | [accumula|goldSack|goldSack]
    T+21 | SEQ: 55058 | POS:144 | [V5_STEAL_M  ] | [goldSack|goldSack|goldSack]
    T+22 | SEQ: 55059 | POS:145 | [V5_STEAL_M  ] | [attack  |coin    |coin    ]
    T+23 | SEQ: 55060 | POS:146 | [V5_STEAL_M  ] | [attack  |shield  |goldSack]
    T+24 | SEQ: 55061 | POS:147 | [V5_STEAL_M  ] | [goldSack|goldSack|goldSack]
    T+25 | SEQ: 55062 | POS:148 | [V5_STEAL_M  ] | [attack  |attack  |coin    ]
    T+26 | SEQ: 55063 | POS:149 | [V5_STEAL_M  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+27 | SEQ: 55064 | POS:150 | [V5_STEAL_M  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+28 | SEQ: 55065 | POS:151 | [V5_STEAL_M  ] | [accumula|accumula|coin    ]
    T+29 | SEQ: 55066 | POS:152 | [V5_STEAL_M  ] | [attack  |coin    |shield  ]
    T+30 | SEQ: 55067 | POS:153 | [V5_STEAL_M  ] | [coin    |coin    |coin    ]
    T+31 | SEQ: 55068 | POS:154 | [V5_STEAL_M  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+32 | SEQ: 55069 | POS:155 | [V5_STEAL_M  ] | [attack  |shield  |goldSack]
    T+33 | SEQ: 55070 | POS:156 | [V5_STEAL_M  ] | [attack  |coin    |coin    ]
    T+34 | SEQ: 55071 | POS:157 | [V5_STEAL_M  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #088 | CurLen:  25 | Prev1: 157 | Prev2:  35 | Bets: 0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 55085 | POS: 14 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-04 | SEQ: 55086 | POS: 15 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-03 | SEQ: 55087 | POS: 16 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 55088 | POS: 17 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-01 | SEQ: 55089 | POS: 18 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+00 | SEQ: 55090 | POS: 19 | [   WAITING  ] | [attack  |spins   |goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 55091 | POS: 20 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+02 | SEQ: 55092 | POS: 21 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+03 | SEQ: 55093 | POS: 22 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+04 | SEQ: 55094 | POS: 23 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+05 | SEQ: 55095 | POS: 24 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+06 | SEQ: 55096 | POS: 25 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #089 | CurLen: 133 | Prev1:  25 | Prev2: 157 | Bets: 9 | Result: CLEAN CATCH
    T-08 | SEQ: 55215 | POS:119 | [   WAITING  ] | [coin    |spins   |spins   ]
    T-07 | SEQ: 55216 | POS:120 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-06 | SEQ: 55217 | POS:121 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-05 | SEQ: 55218 | POS:122 | [R02_IDEAL_RA] | [accumula|goldSack|goldSack]
    T-04 | SEQ: 55219 | POS:123 | [   WAITING  ] | [coin    |coin    |spins   ]
    T-03 | SEQ: 55220 | POS:124 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-02 | SEQ: 55221 | POS:125 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-01 | SEQ: 55222 | POS:126 | [R02_IDEAL_RA] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 55223 | POS:127 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 55224 | POS:128 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+02 | SEQ: 55225 | POS:129 | [R01_COMBO   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+03 | SEQ: 55226 | POS:130 | [V5_STEAL_M  ] | [attack  |attack  |coin    ]
    T+04 | SEQ: 55227 | POS:131 | [V5_STEAL_M  ] | [shield  |goldSack|goldSack]
    T+05 | SEQ: 55228 | POS:132 | [V5_STEAL_M  ] | [goldSack|goldSack|goldSack]
    T+06 | SEQ: 55229 | POS:133 | [V5_STEAL_M  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #090 | CurLen:  86 | Prev1: 133 | Prev2:  25 | Bets: 27 | Result: LATE HIT
    T-05 | SEQ: 55286 | POS: 57 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-04 | SEQ: 55287 | POS: 58 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-03 | SEQ: 55288 | POS: 59 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-02 | SEQ: 55289 | POS: 60 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T-01 | SEQ: 55290 | POS: 61 | [V5_EARLY_S  ] | [steal   |steal   |steal   ]
    T+00 | SEQ: 55291 | POS: 62 | [V5_EARLY_S  ] | [steal   |steal   |steal   ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 55292 | POS: 63 | [V5_EARLY_S  ] | [coin    |coin    |steal   ]
    T+02 | SEQ: 55293 | POS: 64 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T+03 | SEQ: 55294 | POS: 65 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+04 | SEQ: 55295 | POS: 66 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T+05 | SEQ: 55296 | POS: 67 | [V5_EARLY_S  ] | [attack  |coin    |steal   ]
    T+06 | SEQ: 55297 | POS: 68 | [V5_EARLY_S  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+07 | SEQ: 55298 | POS: 69 | [V5_EARLY_S  ] | [attack  |coin    |shield  ]
    T+08 | SEQ: 55299 | POS: 70 | [V5_EARLY_S  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+09 | SEQ: 55300 | POS: 71 | [V5_EARLY_S  ] | [attack  |coin    |steal   ]
    T+10 | SEQ: 55301 | POS: 72 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T+11 | SEQ: 55302 | POS: 73 | [V5_EARLY_S  ] | [attack  |spins   |goldSack]
    T+12 | SEQ: 55303 | POS: 74 | [V5_EARLY_S  ] | [coin    |steal   |steal   ]
    T+13 | SEQ: 55304 | POS: 75 | [V5_EARLY_S  ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+14 | SEQ: 55305 | POS: 76 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+15 | SEQ: 55306 | POS: 77 | [V5_EARLY_S  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+16 | SEQ: 55307 | POS: 78 | [V5_EARLY_S  ] | [coin    |spins   |spins   ]
    T+17 | SEQ: 55308 | POS: 79 | [V5_EARLY_S  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+18 | SEQ: 55309 | POS: 80 | [V5_EARLY_S  ] | [attack  |spins   |goldSack]
    T+19 | SEQ: 55310 | POS: 81 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T+20 | SEQ: 55311 | POS: 82 | [V5_EARLY_S  ] | [coin    |spins   |spins   ]
    T+21 | SEQ: 55312 | POS: 83 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T+22 | SEQ: 55313 | POS: 84 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+23 | SEQ: 55314 | POS: 85 | [V5_EARLY_S  ] | [coin    |shield  |shield  ]
    T+24 | SEQ: 55315 | POS: 86 | [V5_STEAL_S  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #091 | CurLen: 260 | Prev1:  86 | Prev2: 133 | Bets: 149 | Result: LATE HIT
    T-04 | SEQ: 55373 | POS: 58 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-03 | SEQ: 55374 | POS: 59 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-02 | SEQ: 55375 | POS: 60 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-01 | SEQ: 55376 | POS: 61 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 55377 | POS: 62 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 55378 | POS: 63 | [V5_EARLY_S  ] | [attack  |coin    |shield  ]
    T+02 | SEQ: 55379 | POS: 64 | [V5_EARLY_S  ] | [attack  |coin    |steal   ]
    T+03 | SEQ: 55380 | POS: 65 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+04 | SEQ: 55381 | POS: 66 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+05 | SEQ: 55382 | POS: 67 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T+06 | SEQ: 55383 | POS: 68 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T+07 | SEQ: 55384 | POS: 69 | [V5_EARLY_S  ] | [attack  |coin    |coin    ] <--- *SUB-DUP*
    T+08 | SEQ: 55385 | POS: 70 | [V5_EARLY_S  ] | [attack  |coin    |coin    ] <--- *SUB-DUP*
    T+09 | SEQ: 55386 | POS: 71 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T+10 | SEQ: 55387 | POS: 72 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+11 | SEQ: 55388 | POS: 73 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T+12 | SEQ: 55389 | POS: 74 | [V5_EARLY_S  ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+13 | SEQ: 55390 | POS: 75 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T+14 | SEQ: 55391 | POS: 76 | [V5_EARLY_S  ] | [coin    |steal   |spins   ] <--- *SUB-DUP*
    T+15 | SEQ: 55392 | POS: 77 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T+16 | SEQ: 55393 | POS: 78 | [V5_EARLY_S  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+17 | SEQ: 55394 | POS: 79 | [V5_EARLY_S  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL] <--- *SUB-DUP*
    T+18 | SEQ: 55395 | POS: 80 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T+19 | SEQ: 55396 | POS: 81 | [V5_EARLY_S  ] | [attack  |steal   |goldSack] <--- *SUB-DUP*
    T+20 | SEQ: 55397 | POS: 82 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T+21 | SEQ: 55398 | POS: 83 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+22 | SEQ: 55399 | POS: 84 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T+23 | SEQ: 55400 | POS: 85 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+24 | SEQ: 55401 | POS: 86 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+25 | SEQ: 55402 | POS: 87 | [V5_EARLY_S  ] | [coin    |spins   |spins   ]
    T+26 | SEQ: 55403 | POS: 88 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+27 | SEQ: 55404 | POS: 89 | [V5_EARLY_S  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+28 | SEQ: 55405 | POS: 90 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T+29 | SEQ: 55406 | POS: 91 | [V5_EARLY_S  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+30 | SEQ: 55407 | POS: 92 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+31 | SEQ: 55408 | POS: 93 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T+32 | SEQ: 55409 | POS: 94 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T+33 | SEQ: 55410 | POS: 95 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+34 | SEQ: 55411 | POS: 96 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+35 | SEQ: 55412 | POS: 97 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+36 | SEQ: 55413 | POS: 98 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+37 | SEQ: 55414 | POS: 99 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T+38 | SEQ: 55415 | POS:100 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T+39 | SEQ: 55416 | POS:101 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T+40 | SEQ: 55417 | POS:102 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T+41 | SEQ: 55418 | POS:103 | [V5_EARLY_S  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+42 | SEQ: 55419 | POS:104 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T+43 | SEQ: 55420 | POS:105 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T+44 | SEQ: 55421 | POS:106 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+45 | SEQ: 55422 | POS:107 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+46 | SEQ: 55423 | POS:108 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+47 | SEQ: 55424 | POS:109 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+48 | SEQ: 55425 | POS:110 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+49 | SEQ: 55426 | POS:111 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+50 | SEQ: 55427 | POS:112 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+51 | SEQ: 55428 | POS:113 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+52 | SEQ: 55429 | POS:114 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+53 | SEQ: 55430 | POS:115 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+54 | SEQ: 55431 | POS:116 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+55 | SEQ: 55432 | POS:117 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+56 | SEQ: 55433 | POS:118 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+57 | SEQ: 55434 | POS:119 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+58 | SEQ: 55435 | POS:120 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+59 | SEQ: 55436 | POS:121 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+60 | SEQ: 55437 | POS:122 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+61 | SEQ: 55438 | POS:123 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+62 | SEQ: 55439 | POS:124 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+63 | SEQ: 55440 | POS:125 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+64 | SEQ: 55441 | POS:126 | [   WAITING  ] | [shield  |goldSack|goldSack]
    T+65 | SEQ: 55442 | POS:127 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+66 | SEQ: 55443 | POS:128 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+67 | SEQ: 55444 | POS:129 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+68 | SEQ: 55445 | POS:130 | [   WAITING  ] | [attack  |coin    |coin    ] <--- *SUB-DUP*
    T+69 | SEQ: 55446 | POS:131 | [   WAITING  ] | [attack  |coin    |coin    ] <--- *SUB-DUP*
    T+70 | SEQ: 55447 | POS:132 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+71 | SEQ: 55448 | POS:133 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+72 | SEQ: 55449 | POS:134 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+73 | SEQ: 55450 | POS:135 | [   WAITING  ] | [accumula|accumula|coin    ] <--- *SUB-DUP*
    T+74 | SEQ: 55451 | POS:136 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+75 | SEQ: 55452 | POS:137 | [   WAITING  ] | [attack  |coin    |shield  ]
    T+76 | SEQ: 55453 | POS:138 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+77 | SEQ: 55454 | POS:139 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+78 | SEQ: 55455 | POS:140 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+79 | SEQ: 55456 | POS:141 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+80 | SEQ: 55457 | POS:142 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+81 | SEQ: 55458 | POS:143 | [   WAITING  ] | [coin    |coin    |coin    ] <--- *SUB-DUP*
    T+82 | SEQ: 55459 | POS:144 | [V5_QUIET    ] | [accumula|goldSack|goldSack]
    T+83 | SEQ: 55460 | POS:145 | [V5_QUIET    ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+84 | SEQ: 55461 | POS:146 | [V5_QUIET    ] | [coin    |coin    |coin    ]
    T+85 | SEQ: 55462 | POS:147 | [V5_QUIET    ] | [steal   |spins   |goldSack]
    T+86 | SEQ: 55463 | POS:148 | [V5_QUIET    ] | [accumula|goldSack|goldSack]
    T+87 | SEQ: 55464 | POS:149 | [   WAITING  ] | [coin    |shield  |shield  ]
    T+88 | SEQ: 55465 | POS:150 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+89 | SEQ: 55466 | POS:151 | [V5_QUIET    ] | [accumula|goldSack|goldSack]
    T+90 | SEQ: 55467 | POS:152 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+91 | SEQ: 55468 | POS:153 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+92 | SEQ: 55469 | POS:154 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+93 | SEQ: 55470 | POS:155 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+94 | SEQ: 55471 | POS:156 | [   WAITING  ] | [steal   |spins   |goldSack] <--- *SUB-DUP*
    T+95 | SEQ: 55472 | POS:157 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+96 | SEQ: 55473 | POS:158 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+97 | SEQ: 55474 | POS:159 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+98 | SEQ: 55475 | POS:160 | [DEEP_PITY   ] | [steal   |spins   |goldSack]
    T+99 | SEQ: 55476 | POS:161 | [DEEP_PITY   ] | [attack  |steal   |goldSack]
    T+100 | SEQ: 55477 | POS:162 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+101 | SEQ: 55478 | POS:163 | [DEEP_PITY   ] | [coin    |steal   |steal   ]
    T+102 | SEQ: 55479 | POS:164 | [DEEP_PITY   ] | [steal   |spins   |goldSack]
    T+103 | SEQ: 55480 | POS:165 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+104 | SEQ: 55481 | POS:166 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+105 | SEQ: 55482 | POS:167 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+106 | SEQ: 55483 | POS:168 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T+107 | SEQ: 55484 | POS:169 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+108 | SEQ: 55485 | POS:170 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+109 | SEQ: 55486 | POS:171 | [DEEP_PITY   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+110 | SEQ: 55487 | POS:172 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+111 | SEQ: 55488 | POS:173 | [DEEP_PITY   ] | [coin    |coin    |coin    ] <--- *SUB-DUP*
    T+112 | SEQ: 55489 | POS:174 | [V5_QUIET    ] | [attack  |coin    |coin    ]
    T+113 | SEQ: 55490 | POS:175 | [V5_QUIET    ] | [attack  |coin    |coin    ] <--- *SUB-DUP*
    T+114 | SEQ: 55491 | POS:176 | [V5_QUIET    ] | [attack  |coin    |coin    ] <--- *SUB-DUP*
    T+115 | SEQ: 55492 | POS:177 | [V5_QUIET    ] | [steal   |spins   |goldSack]
    T+116 | SEQ: 55493 | POS:178 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+117 | SEQ: 55494 | POS:179 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+118 | SEQ: 55495 | POS:180 | [DEEP_PITY   ] | [attack  |steal   |goldSack]
    T+119 | SEQ: 55496 | POS:181 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+120 | SEQ: 55497 | POS:182 | [DEEP_PITY   ] | [accumula|accumula|coin    ]
    T+121 | SEQ: 55498 | POS:183 | [DEEP_PITY   ] | [steal   |spins   |goldSack]
    T+122 | SEQ: 55499 | POS:184 | [DEEP_PITY   ] | [steal   |spins   |goldSack] <--- *SUB-DUP*
    T+123 | SEQ: 55500 | POS:185 | [DEEP_PITY   ] | [coin    |spins   |spins   ]
    T+124 | SEQ: 55501 | POS:186 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
