=== MASTER TRACE: NICK ===
Targets: ACCUMULATION and SPINS

####################################################################################################
 TARGET: ACCUMULATION
####################################################################################################

Gap #000 | CurLen:  51 | Prev1:   0 | Prev2:   0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 60977 | POS: 70 | [   WAITING  ] | [attack  |coin    |steal   ]
    T+31 | SEQ: 64863 | POS:173 | [SPN_PITY    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+32 | SEQ: 64864 | POS:174 | [SPN_PITY    ] | [attack  |coin    |steal   ]
    T+33 | SEQ: 64865 | POS:175 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+34 | SEQ: 64866 | POS:176 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+35 | SEQ: 64867 | POS:177 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+36 | SEQ: 64868 | POS:178 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+37 | SEQ: 64869 | POS:179 | [SPN_PITY    ] | [steal   |spins   |goldSack]
    T+38 | SEQ: 64870 | POS:180 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+39 | SEQ: 64871 | POS:181 | [SPN_PITY    ] | [steal   |spins   |goldSack]
    T+40 | SEQ: 64872 | POS:182 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+41 | SEQ: 64873 | POS:183 | [SPN_PITY    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+42 | SEQ: 64874 | POS:184 | [SPN_PITY    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+43 | SEQ: 64875 | POS:185 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+44 | SEQ: 64876 | POS:186 | [SPN_PITY    ] | [coin    |steal   |spins   ]
    T+45 | SEQ: 64877 | POS:187 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+46 | SEQ: 64878 | POS:188 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T+47 | SEQ: 64879 | POS:189 | [SPN_PITY    ] | [attack  |coin    |coin    ]
    T+48 | SEQ: 64880 | POS:190 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+49 | SEQ: 64881 | POS:191 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+50 | SEQ: 64882 | POS:192 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+51 | SEQ: 64883 | POS:193 | [SPN_PITY    ] | [steal   |spins   |goldSack]
    T+52 | SEQ: 64884 | POS:194 | [SPN_PITY    ] | [steal   |steal   |goldSack]
    T+53 | SEQ: 64885 | POS:195 | [SPN_PITY    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+54 | SEQ: 64886 | POS:196 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+55 | SEQ: 64887 | POS:197 | [SPN_PITY    ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #048 | CurLen: 237 | Prev1: 197 | Prev2:  52 | Result: LATE HIT
    T-20 | SEQ: 65004 | POS:117 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-19 | SEQ: 65005 | POS:118 | [   WAITING  ] | [attack  |coin    |steal   ]
    T-18 | SEQ: 65006 | POS:119 | [   WAITING  ] | [coin    |shield  |shield  ]
    T-17 | SEQ: 65007 | POS:120 | [SPN_SNIPER  ] | [accumula|goldSack|goldSack]
    T-16 | SEQ: 65008 | POS:121 | [SPN_SNIPER  ] | [attack  |coin    |steal   ]
    T-15 | SEQ: 65009 | POS:122 | [SPN_SNIPER  ] | [attack  |attack  |attack  ]
    T-14 | SEQ: 65010 | POS:123 | [SPN_SNIPER  ] | [attack  |attack  |goldSack]
    T-13 | SEQ: 65011 | POS:124 | [SPN_SNIPER  ] | [coin    |coin    |steal   ]
    T-12 | SEQ: 65012 | POS:125 | [SPN_SNIPER  ] | [attack  |attack  |attack  ]
    T-11 | SEQ: 65013 | POS:126 | [SPN_SNIPER  ] | [coin    |steal   |spins   ]
    T-10 | SEQ: 65014 | POS:127 | [SPN_SNIPER  ] | [attack  |attack  |goldSack]
    T-09 | SEQ: 65015 | POS:128 | [SPN_SNIPER  ] | [coin    |coin    |coin    ]
    T-08 | SEQ: 65016 | POS:129 | [SPN_SNIPER  ] | [coin    |coin    |steal   ]
    T-07 | SEQ: 65017 | POS:130 | [SPN_SNIPER  ] | [coin    |steal   |steal   ]
    T-06 | SEQ: 65018 | POS:131 | [SPN_SNIPER  ] | [attack  |attack  |coin    ]
    T-05 | SEQ: 65019 | POS:132 | [SPN_SNIPER  ] | [attack  |spins   |goldSack]
    T-04 | SEQ: 65020 | POS:133 | [SPN_SNIPER  ] | [goldSack|goldSack|goldSack]
    T-03 | SEQ: 65021 | POS:134 | [SPN_SNIPER  ] | [accumula|accumula|coin    ]
    T-02 | SEQ: 65022 | POS:135 | [SPN_SNIPER  ] | [attack  |coin    |steal   ]
    T-01 | SEQ: 65023 | POS:136 | [SPN_SNIPER  ] | [coin    |coin    |steal   ]
    T+00 | SEQ: 65024 | POS:137 | [SPN_SNIPER  ] | [coin    |coin    |steal   ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 65025 | POS:138 | [SPN_SNIPER  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+02 | SEQ: 65026 | POS:139 | [SPN_SNIPER  ] | [attack  |coin    |steal   ]
    T+03 | SEQ: 65027 | POS:140 | [SPN_SNIPER  ] | [coin    |coin    |steal   ]
    T+04 | SEQ: 65028 | POS:141 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+05 | SEQ: 65029 | POS:142 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+06 | SEQ: 65030 | POS:143 | [   WAITING  ] | [attack  |coin    |steal   ]
    T+07 | SEQ: 65031 | POS:144 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+08 | SEQ: 65032 | POS:145 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+09 | SEQ: 65033 | POS:146 | [SPN_SNIPER  ] | [attack  |spins   |goldSack] <--- *SUB-DUP*
    T+10 | SEQ: 65034 | POS:147 | [SPN_SNIPER  ] | [coin    |coin    |steal   ]
    T+11 | SEQ: 65035 | POS:148 | [SPN_SNIPER  ] | [accumula|goldSack|goldSack]
    T+12 | SEQ: 65036 | POS:149 | [   WAITING  ] | [attack  |coin    |steal   ]
    T+13 | SEQ: 65037 | POS:150 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T+14 | SEQ: 65038 | POS:151 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+15 | SEQ: 65039 | POS:152 | [SPN_PITY    ] | [attack  |coin    |shield  ]
    T+16 | SEQ: 65040 | POS:153 | [SPN_PITY    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+17 | SEQ: 65041 | POS:154 | [SPN_PITY    ] | [coin    |steal   |steal   ]
    T+18 | SEQ: 65042 | POS:155 | [SPN_PITY    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+19 | SEQ: 65043 | POS:156 | [SPN_PITY    ] | [attack  |coin    |shield  ]
    T+20 | SEQ: 65044 | POS:157 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+21 | SEQ: 65045 | POS:158 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+22 | SEQ: 65046 | POS:159 | [SPN_PITY    ] | [attack  |coin    |steal   ]
    T+23 | SEQ: 65047 | POS:160 | [SPN_PITY    ] | [coin    |spins   |spins   ]
    T+24 | SEQ: 65048 | POS:161 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+25 | SEQ: 65049 | POS:162 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+26 | SEQ: 65050 | POS:163 | [SPN_PITY    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+27 | SEQ: 65051 | POS:164 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T+28 | SEQ: 65052 | POS:165 | [SPN_PITY    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+29 | SEQ: 65053 | POS:166 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+30 | SEQ: 65054 | POS:167 | [SPN_PITY    ] | [coin    |shield  |shield  ]
    T+31 | SEQ: 65055 | POS:168 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+32 | SEQ: 65056 | POS:169 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T+33 | SEQ: 65057 | POS:170 | [SPN_PITY    ] | [steal   |spins   |goldSack]
    T+34 | SEQ: 65058 | POS:171 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+35 | SEQ: 65059 | POS:172 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T+36 | SEQ: 65060 | POS:173 | [SPN_PITY    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+37 | SEQ: 65061 | POS:174 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+38 | SEQ: 65062 | POS:175 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T+39 | SEQ: 65063 | POS:176 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T+40 | SEQ: 65064 | POS:177 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T+41 | SEQ: 65065 | POS:178 | [SPN_PITY    ] | [coin    |coin    |steal   ]
    T+42 | SEQ: 65066 | POS:179 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+43 | SEQ: 65067 | POS:180 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+44 | SEQ: 65068 | POS:181 | [SPN_PITY    ] | [attack  |coin    |steal   ]
    T+45 | SEQ: 65069 | POS:182 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+46 | SEQ: 65070 | POS:183 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+47 | SEQ: 65071 | POS:184 | [SPN_PITY    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+48 | SEQ: 65072 | POS:185 | [SPN_PITY    ] | [coin    |coin    |steal   ]
    T+49 | SEQ: 65073 | POS:186 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+50 | SEQ: 65074 | POS:187 | [SPN_PITY    ] | [coin    |steal   |steal   ]
    T+51 | SEQ: 65075 | POS:188 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+52 | SEQ: 65076 | POS:189 | [SPN_PITY    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+53 | SEQ: 65077 | POS:190 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T+54 | SEQ: 65078 | POS:191 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+55 | SEQ: 65079 | POS:192 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T+56 | SEQ: 65080 | POS:193 | [SPN_PITY    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+57 | SEQ: 65081 | POS:194 | [SPN_PITY    ] | [attack  |coin    |shield  ]
    T+58 | SEQ: 65082 | POS:195 | [SPN_PITY    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+59 | SEQ: 65083 | POS:196 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+60 | SEQ: 65084 | POS:197 | [SPN_PITY    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+61 | SEQ: 65085 | POS:198 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+62 | SEQ: 65086 | POS:199 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T+63 | SEQ: 65087 | POS:200 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+64 | SEQ: 65088 | POS:201 | [SPN_PITY    ] | [coin    |steal   |spins   ]
    T+65 | SEQ: 65089 | POS:202 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T+66 | SEQ: 65090 | POS:203 | [SPN_PITY    ] | [coin    |coin    |steal   ]
    T+67 | SEQ: 65091 | POS:204 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+68 | SEQ: 65092 | POS:205 | [SPN_PITY    ] | [coin    |spins   |spins   ]
    T+69 | SEQ: 65093 | POS:206 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T+70 | SEQ: 65094 | POS:207 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+71 | SEQ: 65095 | POS:208 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T+72 | SEQ: 65096 | POS:209 | [SPN_PITY    ] | [coin    |coin    |steal   ]
    T+73 | SEQ: 65097 | POS:210 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+74 | SEQ: 65098 | POS:211 | [SPN_PITY    ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+75 | SEQ: 65099 | POS:212 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T+76 | SEQ: 65100 | POS:213 | [SPN_PITY    ] | [coin    |coin    |steal   ]
    T+77 | SEQ: 65101 | POS:214 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+78 | SEQ: 65102 | POS:215 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+79 | SEQ: 65103 | POS:216 | [SPN_PITY    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+80 | SEQ: 65104 | POS:217 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T+81 | SEQ: 65105 | POS:218 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+82 | SEQ: 65106 | POS:219 | [SPN_PITY    ] | [coin    |coin    |steal   ]
    T+83 | SEQ: 65107 | POS:220 | [SPN_PITY    ] | [coin    |coin    |steal   ] <--- *SUB-DUP*
    T+84 | SEQ: 65108 | POS:221 | [SPN_PITY    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+85 | SEQ: 65109 | POS:222 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T+86 | SEQ: 65110 | POS:223 | [SPN_PITY    ] | [coin    |spins   |spins   ]
    T+87 | SEQ: 65111 | POS:224 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+88 | SEQ: 65112 | POS:225 | [SPN_PITY    ] | [coin    |coin    |steal   ]
    T+89 | SEQ: 65113 | POS:226 | [SPN_PITY    ] | [coin    |coin    |steal   ] <--- *SUB-DUP*
    T+90 | SEQ: 65114 | POS:227 | [SPN_PITY    ] | [accumula|accumula|accumula] <--- MINOR [ACCUMULATION]
    T+91 | SEQ: 65115 | POS:228 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T+92 | SEQ: 65116 | POS:229 | [SPN_PITY    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+93 | SEQ: 65117 | POS:230 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+94 | SEQ: 65118 | POS:231 | [SPN_PITY    ] | [coin    |steal   |steal   ]
    T+95 | SEQ: 65119 | POS:232 | [SPN_PITY    ] | [coin    |shield  |shield  ]
    T+96 | SEQ: 65120 | POS:233 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+97 | SEQ: 65121 | POS:234 | [SPN_PITY    ] | [coin    |steal   |spins   ]
    T+98 | SEQ: 65122 | POS:235 | [SPN_PITY    ] | [coin    |steal   |steal   ]
    T+99 | SEQ: 65123 | POS:236 | [SPN_PITY    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+100 | SEQ: 65124 | POS:237 | [SPN_PITY    ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #051 | CurLen:  91 | Prev1: 123 | Prev2:  83 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 65413 | POS: 83 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-04 | SEQ: 65414 | POS: 84 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-03 | SEQ: 65415 | POS: 85 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-02 | SEQ: 65416 | POS: 86 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-01 | SEQ: 65417 | POS: 87 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+00 | SEQ: 65418 | POS: 88 | [   WAITING  ] | [attack  |attack  |attack  ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 65419 | POS: 89 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 65420 | POS: 90 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 65421 | POS: 91 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #053 | CurLen: 166 | Prev1:  57 | Prev2:  91 | Result: LATE HIT
    T-07 | SEQ: 65625 | POS:147 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-06 | SEQ: 65626 | POS:148 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-05 | SEQ: 65627 | POS:149 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-04 | SEQ: 65628 | POS:150 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T-03 | SEQ: 65629 | POS:151 | [SPN_PITY    ] | [coin    |steal   |spins   ]
    T-02 | SEQ: 65630 | POS:152 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T-01 | SEQ: 65631 | POS:153 | [SPN_PITY    ] | [attack  |coin    |coin    ]
    T+00 | SEQ: 65632 | POS:154 | [SPN_PITY    ] | [attack  |coin    |coin    ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 65633 | POS:155 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 65634 | POS:156 | [SPN_PITY    ] | [coin    |shield  |shield  ]
    T+03 | SEQ: 65635 | POS:157 | [SPN_PITY    ] | [attack  |attack  |coin    ]
    T+04 | SEQ: 65636 | POS:158 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T+05 | SEQ: 65637 | POS:159 | [SPN_PITY    ] | [accumula|accumula|goldSack]
    T+06 | SEQ: 65638 | POS:160 | [SPN_PITY    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+07 | SEQ: 65639 | POS:161 | [SPN_PITY    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+08 | SEQ: 65640 | POS:162 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+09 | SEQ: 65641 | POS:163 | [SPN_PITY    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+10 | SEQ: 65642 | POS:164 | [SPN_PITY    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+11 | SEQ: 65643 | POS:165 | [SPN_PITY    ] | [steal   |steal   |goldSack]
    T+12 | SEQ: 65644 | POS:166 | [SPN_PITY    ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #054 | CurLen:  90 | Prev1: 166 | Prev2:  57 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 65721 | POS: 77 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-04 | SEQ: 65722 | POS: 78 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-03 | SEQ: 65723 | POS: 79 | [   WAITING  ] | [steal   |steal   |steal   ]
    T-02 | SEQ: 65724 | POS: 80 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-01 | SEQ: 65725 | POS: 81 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 65726 | POS: 82 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 65727 | POS: 83 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+02 | SEQ: 65728 | POS: 84 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+03 | SEQ: 65729 | POS: 85 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+04 | SEQ: 65730 | POS: 86 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+05 | SEQ: 65731 | POS: 87 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+06 | SEQ: 65732 | POS: 88 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+07 | SEQ: 65733 | POS: 89 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+08 | SEQ: 65734 | POS: 90 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #055 | CurLen: 156 | Prev1:  90 | Prev2: 166 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 65878 | POS:144 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-04 | SEQ: 65879 | POS:145 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-03 | SEQ: 65880 | POS:146 | [   WAITING  ] | [attack  |coin    |shield  ]
    T-02 | SEQ: 65881 | POS:147 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-01 | SEQ: 65882 | POS:148 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+00 | SEQ: 65883 | POS:149 | [   WAITING  ] | [coin    |coin    |steal   ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 65884 | POS:150 | [SPN_PITY    ] | [coin    |spins   |spins   ]
    T+02 | SEQ: 65885 | POS:151 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+03 | SEQ: 65886 | POS:152 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+04 | SEQ: 65887 | POS:153 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+05 | SEQ: 65888 | POS:154 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T+06 | SEQ: 65889 | POS:155 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+07 | SEQ: 65890 | POS:156 | [SPN_PITY    ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #056 | CurLen:  16 | Prev1: 156 | Prev2:  90 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 65895 | POS:  5 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-04 | SEQ: 65896 | POS:  6 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-03 | SEQ: 65897 | POS:  7 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-02 | SEQ: 65898 | POS:  8 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-01 | SEQ: 65899 | POS:  9 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 65900 | POS: 10 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 65901 | POS: 11 | [   WAITING  ] | [steal   |steal   |goldSack]
    T+02 | SEQ: 65902 | POS: 12 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+03 | SEQ: 65903 | POS: 13 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+04 | SEQ: 65904 | POS: 14 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+05 | SEQ: 65905 | POS: 15 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+06 | SEQ: 65906 | POS: 16 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #058 | CurLen: 154 | Prev1:  51 | Prev2:  16 | Result: LATE HIT
    T-05 | SEQ: 66074 | POS:117 | [   WAITING  ] | [attack  |coin    |shield  ]
    T-04 | SEQ: 66075 | POS:118 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-03 | SEQ: 66076 | POS:119 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-02 | SEQ: 66077 | POS:120 | [SPN_SNIPER  ] | [attack  |coin    |coin    ]
    T-01 | SEQ: 66078 | POS:121 | [SPN_SNIPER  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 66079 | POS:122 | [SPN_SNIPER  ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 66080 | POS:123 | [SPN_SNIPER  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+02 | SEQ: 66081 | POS:124 | [SPN_SNIPER  ] | [accumula|accumula|coin    ]
    T+03 | SEQ: 66082 | POS:125 | [SPN_SNIPER  ] | [attack  |spins   |goldSack]
    T+04 | SEQ: 66083 | POS:126 | [SPN_SNIPER  ] | [goldSack|goldSack|goldSack]
    T+05 | SEQ: 66084 | POS:127 | [SPN_SNIPER  ] | [attack  |spins   |goldSack]
    T+06 | SEQ: 66085 | POS:128 | [SPN_SNIPER  ] | [accumula|goldSack|goldSack]
    T+07 | SEQ: 66086 | POS:129 | [SPN_SNIPER  ] | [attack  |spins   |goldSack]
    T+08 | SEQ: 66087 | POS:130 | [SPN_SNIPER  ] | [attack  |attack  |coin    ]
    T+09 | SEQ: 66088 | POS:131 | [SPN_SNIPER  ] | [coin    |coin    |steal   ]
    T+10 | SEQ: 66089 | POS:132 | [SPN_SNIPER  ] | [accumula|goldSack|goldSack]
    T+11 | SEQ: 66090 | POS:133 | [SPN_SNIPER  ] | [attack  |spins   |goldSack]
    T+12 | SEQ: 66091 | POS:134 | [SPN_SNIPER  ] | [attack  |shield  |goldSack]
    T+13 | SEQ: 66092 | POS:135 | [SPN_SNIPER  ] | [goldSack|goldSack|goldSack]
    T+14 | SEQ: 66093 | POS:136 | [SPN_SNIPER  ] | [attack  |shield  |goldSack]
    T+15 | SEQ: 66094 | POS:137 | [SPN_SNIPER  ] | [accumula|accumula|accumula] <--- MINOR [ACCUMULATION]
    T+16 | SEQ: 66095 | POS:138 | [SPN_SNIPER  ] | [accumula|goldSack|goldSack]
    T+17 | SEQ: 66096 | POS:139 | [SPN_SNIPER  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
